0.24 1.0
1.24 3.0
2.24 5.0
3.24 10.0
4.24 12.0
5.24 14.0
6.24 16.0
7.24 19.0
8.24 21.0
9.24 28.0
10.24 34.0
11.24 36.0
12.24 39.0
13.24 41.0
14.24 45.0
15.24 50.0
16.24 52.0
17.24 54.0
18.24 61.0
19.24 67.0
20.24 77.0
21.24 87.0
22.24 97.0
23.24 106.0
24.24 116.0
25.24 126.0
26.37 128.0
