1 6 37.7
2 15 21.4
3 15 18.3
4 15 28.9
5 4 23.3
6 6 13.5
7 15 28.9
8 21 25.7
9 17 26.0
10 4 13.2
11 16 24.2
12 5 29.4
13 15 31.0
14 18 29.7
15 15 30.7
16 6 24.3
17 5 13.5
18 15 27.6
19 20 31.5
20 6 22.2
